,timestamp,HRR_kWLastMinAve,HRR_kVAR,HRR_kW,primaryLovatoReadings.EqvPowerFactor,primaryLovatoReadings.EqvActivePower,primaryLovatoReadings.EqvReactivePower,primaryLovatoReadings.L1PhaseVoltage,primaryLovatoReadings.L2PhaseVoltage,primaryLovatoReadings.L3PhaseVoltage,HRR_WTCorrectedWindSpeed,primaryLovatoReadings.L1Current,primaryLovatoReadings.L2Current,primaryLovatoReadings.L3Current,HRR_GeneratorWindingTemp,HRR_NacelleAirTemp,HRR_OutsideAirTemp,HRR_GearboxOilTemp
769,59:58.2,0.591171199,-0.12809925,0.306399172,0.284054042,0.307874421,-0.126796483,0.531601236,0.514509169,0.492621275,0.26848171,0.473144163,0.49923475,0.227687169,0.810038961,-0.269922385,-0.516871161,0.522543903
770,00:20.6,0.522404215,-0.14052956,0.318617549,0.284054042,0.32047397,-0.139167076,0.852876658,0.41496207,0.378423534,-0.020557272,0.131541196,0.138836191,0.582822951,0.805340298,-0.371879081,-0.516871161,0.543658868
771,00:38.0,0.47942485,-0.14052956,0.44487411,0.284054042,0.821204438,-0.301221842,0.545723233,0.514509169,0.418144487,0.376871329,0.277093765,0.287761215,0.363120306,0.795942973,-0.218944037,-0.516871161,0.564773834
772,01:09.7,0.49231866,-0.177820488,0.343054303,0.281753368,0.342421571,-0.172567676,0.090288843,0.108025183,0.115272216,0.485260947,-0.138770716,-0.150078356,-0.157544865,0.791244311,-0.269922385,-0.516871161,0.543658868
773,01:27.0,0.509510406,-0.923639051,0.876590093,0.24570947,0.875260568,-0.919751483,1.015279619,0.862924014,0.800458666,1.027209039,1.105852266,1.109827349,1.121545874,0.77244966,-0.218944037,-0.516871161,0.543658868
774,01:43.5,0.67712993,-0.923639051,0.949900354,0.241875013,0.947606366,-1.016242107,1.085889601,0.991505683,0.929551765,0.702040184,1.272198058,1.279601876,1.284065639,0.777148323,-0.422857429,-0.566766303,0.522543903
775,02:00.1,0.595469136,0.306961578,-0.218991033,0.31204558,-0.063202623,0.303700147,0.203264816,0.195128894,0.229469958,-0.273466381,-0.230854994,-0.23943337,-0.250843249,0.786545648,-0.320900733,-0.516871161,0.459199006
776,02:16.9,0.586873263,0.008634153,0.184215404,0.290189174,-0.285523699,0.009280038,0.588089222,0.336153951,0.40324913,-0.201206636,-0.014011372,-0.022002835,0.336033679,0.777148323,-0.422857429,-0.566766303,0.543658868
777,02:33.8,0.187165167,0.804173953,-0.62219747,0.328150301,-0.618395658,0.808420334,-0.400450538,-0.385562514,-0.34648387,-0.743154727,-0.997233824,-1.001929494,-1.027326569,0.77244966,-0.320900733,-0.566766303,0.543658868
778,02:50.5,-0.238330548,0.008634153,0.188288196,0.290956065,0.188381922,0.012991216,0.220917311,0.228311261,0.219539719,0.413001201,-0.067479663,-0.066680342,-0.082304234,0.748956347,-0.066008994,-0.566766303,0.501428937
779,03:07.9,-0.160967691,0.406404053,-0.174190318,0.310511797,-0.170908446,0.411324305,0.259752802,0.236606852,0.254295554,-0.634765109,-0.162534401,-0.164970858,-0.181621868,0.730161696,-0.167965689,-0.516871161,0.501428937
780,03:25.1,-0.062115151,-0.14052956,0.30232638,0.282903705,0.301371427,-0.132981779,0.542192733,0.489622394,0.457865441,0.340741456,0.372148503,0.383073231,0.363120306,0.720764371,-0.218944037,-0.516871161,0.522543903
781,03:46.7,0.397764056,-0.774475338,0.770697493,0.252994939,0.772025553,-0.761407895,0.909364644,0.78826369,0.755772593,0.413001201,0.71672193,0.731557787,0.712236838,0.725463034,-0.320900733,-0.516871161,0.522543903
782,04:03.7,0.638448501,-0.898778432,1.015065031,0.233439207,0.861848145,-0.888825001,0.919956142,0.833889443,0.780598189,0.52139082,0.808806208,0.823891302,0.817573722,0.725463034,-0.218944037,-0.466976018,0.501428937
783,04:20.5,0.810365962,-1.644596995,1.312378868,0.212349692,1.161392264,-1.627349392,0.96938313,0.900254176,0.725981878,1.894325985,1.067236278,1.091956346,0.977083861,0.730161696,-0.269922385,-0.466976018,0.459199006
784,04:37.4,0.853345327,-0.973360288,0.909172431,0.243792241,0.909807719,-0.965522676,1.015279619,0.763376915,0.706121401,0.91881942,1.013767988,1.020472334,1.097468872,0.739559022,-0.371879081,-0.516871161,0.522543903
785,04:54.1,1.03385866,-2.315833702,1.72373089,0.186658829,1.721462544,-2.30278376,1.156499584,1.028835844,0.8352145,0.774299929,1.497953062,1.020472334,1.536874162,0.748956347,-0.371879081,-0.516871161,0.480313971
786,05:11.0,0.917814375,-0.12809925,0.298253588,0.283670597,0.298119931,-0.124322364,0.210325814,0.182685507,0.199679242,0.449131074,-0.120947953,-0.123271851,-0.127448613,0.763052335,-0.371879081,-0.516871161,0.501428937
787,05:27.6,0.758790723,-0.786905648,0.526329956,0.269099659,0.781780042,-0.779963784,0.47511325,0.452292232,0.517446871,0.232351838,0.291946067,0.275847214,0.275841174,0.763052335,-0.473835777,-0.616661445,0.522543903
788,05:44.4,0.483722786,0.456125291,-0.223063826,0.312429026,-0.222119517,0.458332557,0.160898826,0.103877387,0.239400196,-0.345726127,-0.269470982,-0.287089378,-0.311035754,0.758353672,-0.422857429,-0.516871161,0.522543903
789,06:01.3,0.402061993,-1.433281736,1.202413476,0.223086172,1.202035971,-1.421997551,1.343616039,1.186452084,1.108296056,1.135598657,1.753412672,1.762118955,1.774634558,0.739559022,-0.473835777,-0.516871161,0.501428937
790,06:18.3,0.599767072,-1.023081526,0.949900354,0.241875013,0.949232114,-1.016242107,1.107072596,0.970766704,0.924586646,0.702040184,1.221700229,1.220031867,1.229892384,0.753655009,-0.524814124,-0.566766303,0.480313971
791,06:35.1,0.814663898,-1.197105857,0.652586517,0.25913007,1.039867581,-1.186956288,0.76108368,0.672125408,0.621714374,0.91881942,0.782072063,0.788149297,0.790487095,0.763052335,-0.473835777,-0.566766303,0.501428937
792,06:51.8,1.115519454,-1.74403947,0.844007755,0.246859807,1.377210347,-1.727551194,1.061176107,0.912697563,0.810388904,0.702040184,1.33160727,1.342150387,1.34726777,0.777148323,-0.524814124,-0.566766303,0.543658868
793,07:09.3,1.05964628,-1.74403947,0.611858594,0.264114865,0.665132604,-0.532551927,0.648107708,0.609908472,0.656470209,0.449131074,0.692958246,0.68688028,0.582822951,0.781846985,-0.524814124,-0.516871161,0.480313971
794,07:26.7,0.913516438,-0.239972035,0.383782226,0.278302357,0.385503901,-0.238131818,0.612802716,0.792411486,0.656470209,0.485260947,0.957329237,0.966859326,0.516611195,0.791244311,-0.473835777,-0.566766303,0.501428937
795,07:43.8,0.806068025,-1.184675548,0.685168855,0.258363179,1.038241832,-1.175822754,0.771675178,0.676273204,0.666400447,0.702040184,0.707810548,0.707729784,0.706217587,0.786545648,-0.371879081,-0.516871161,0.522543903
796,08:00.6,0.831855644,-1.445712045,1.186122307,0.220402052,1.182120555,-1.431894025,0.88465115,0.92514095,0.800458666,1.027209039,1.200907004,1.223010367,0.90786248,0.786545648,-0.422857429,-0.516871161,0.501428937
797,08:17.6,0.943601994,-1.383560498,1.17390393,0.225386847,1.173585376,-1.374989298,1.128255591,0.908549767,0.755772593,1.316248021,1.120704569,1.139612354,1.214844258,0.805340298,-0.371879081,-0.516871161,0.543658868
798,08:34.6,1.04675247,-1.644596995,1.31645166,0.211582801,1.317057661,-1.638482925,0.789327673,0.792411486,0.735912116,1.388507766,0.981092922,0.987708829,1.010189739,0.814737624,-0.269922385,-0.566766303,0.522543903
799,08:51.4,1.179988502,-0.612881316,0.628149763,0.258363179,0.627740393,-0.603064307,0.877590152,0.900254176,0.780598189,1.135598657,1.105852266,1.11578435,1.118536249,0.824134949,-0.371879081,-0.516871161,0.543658868
800,09:08.2,1.171392629,-1.097663382,0.998773862,0.235739881,0.992720881,-1.091702723,0.842285161,0.825593852,0.661435328,0.810429802,1.085059042,1.100891847,1.109507373,0.838230937,-0.320900733,-0.516871161,0.543658868
801,09:25.0,1.106923581,-0.849057195,0.823643793,0.249160482,0.822423749,-0.841816748,0.944669636,0.755081324,0.64653997,0.810429802,0.998915685,1.017493834,1.332219643,0.852326925,-0.422857429,-0.566766303,0.564773834
802,09:41.9,1.055348343,-0.563160079,0.615931386,0.26181419,0.61717303,-0.558530172,0.630455212,0.647238633,0.562132944,0.665910311,0.642460416,0.645181273,0.661073208,0.852326925,-0.371879081,-0.566766303,0.564773834
803,09:58.8,0.94789993,-0.488578223,0.567057879,0.266032093,0.568807018,-0.480595438,0.43274726,0.543543739,0.52241199,0.160092092,0.35432574,0.356266727,0.369139557,0.847628262,-0.320900733,-0.516871161,0.543658868
804,10:15.7,0.836153581,-0.065947704,0.176069819,0.291339511,0.249347483,-0.067417637,0.503357243,0.614056267,0.557167825,0.304611583,0.345414358,0.344352725,0.360110681,0.847628262,-0.371879081,-0.466976018,0.564773834
805,10:32.6,0.67712993,-0.227541725,0.412291772,0.276385128,0.375342974,-0.223287107,0.439808258,0.49377019,0.562132944,0.196221965,0.422646333,0.421793737,0.432341688,0.838230937,-0.524814124,-0.566766303,0.543658868
806,10:49.7,0.475126913,0.095646318,0.10683235,0.294790523,0.10831382,-0.223287107,0.418625263,0.614056267,0.562132944,0.26848171,0.45829186,0.451578742,0.308947051,0.828833612,-0.320900733,-0.516871161,0.585888799
807,11:08.0,0.371976437,-0.426426676,0.522257164,0.269099659,0.522066756,-0.419979533,0.842285161,0.854628422,0.845144738,0.665910311,0.936536013,0.943031322,0.956016485,0.814737624,-0.269922385,-0.516871161,0.564773834
808,11:25.3,0.354784691,-1.532724211,1.259432568,0.217717932,1.258937161,-1.524673472,0.958791632,0.970766704,0.904726169,0.882689548,1.12664549,1.130676852,1.145622877,0.800641636,-0.269922385,-0.516871161,0.564773834
809,11:42.3,0.608362945,-1.94292442,1.483436144,0.198929092,1.480445363,-1.927954797,0.958791632,0.920993154,0.924586646,1.677546749,1.147438714,1.145569355,1.160671003,0.810038961,-0.269922385,-0.516871161,0.564773834
810,11:59.0,0.857643263,-0.650172244,0.685168855,0.257979733,0.684235146,-0.643887263,0.814041167,0.916845359,0.869970334,0.52139082,0.838510814,0.838783805,0.862718101,0.810038961,-0.320900733,-0.466976018,0.585888799
811,12:15.7,0.952197867,-0.215111416,0.933609185,0.241875013,0.360711239,-0.204731218,0.623394214,0.663829817,0.701156282,0.340741456,0.529582914,0.526041254,0.546707448,0.810038961,-0.269922385,-0.516871161,0.480313971
812,12:32.4,0.930708184,-1.259257404,1.100593669,0.230755087,1.097988082,-1.254994548,0.736370186,0.879515197,0.8352145,0.629780438,1.171202399,1.175354359,0.986112737,0.819436286,-0.269922385,-0.516871161,0.564773834
813,12:49.2,0.879132946,-1.768900089,1.365325168,0.204680778,1.362172176,-1.760951794,0.588089222,0.576726105,0.581993421,1.063338911,0.606814889,0.609439268,0.606899953,0.819436286,-0.320900733,-0.566766303,0.585888799
814,13:06.2,1.003773105,-1.010651217,0.925463601,0.242258459,0.926471639,-1.001397395,0.898773147,0.850480626,0.785563308,1.207858403,1.269227598,1.285558877,1.287075264,0.828833612,-0.371879081,-0.566766303,0.543658868
815,13:23.1,1.051050407,-0.152959869,0.766624701,0.251461156,0.320067533,-0.150300609,0.478643749,0.452292232,0.423109606,-0.201206636,0.46126232,0.469449745,0.459428315,0.842929599,-0.371879081,-0.566766303,0.585888799
816,13:39.9,0.844749454,-0.326984201,0.40821898,0.275234791,0.448095209,-0.323488909,0.63751621,0.634795246,0.616749255,0.485260947,0.684046864,0.692837281,0.691169461,0.838230937,-0.422857429,-0.566766303,0.564773834
817,13:56.6,0.685725803,-0.588020698,0.64036814,0.261430745,0.641965691,-0.582034299,0.672821202,0.551839331,0.52737711,0.593650565,0.547405677,0.555826259,0.688159836,0.828833612,-0.371879081,-0.566766303,0.564773834
818,14:13.4,0.518106279,0.182658484,0.041667673,0.300158763,0.042064578,0.191127752,0.072636347,0.137059754,0.15002805,-0.020557272,-0.088272887,-0.087529845,-0.09735236,0.828833612,-0.422857429,-0.566766303,0.501428937
819,14:30.3,0.457935167,-0.351844819,0.428582941,0.276768574,0.483861671,-0.351941272,0.517479239,0.468883415,0.457865441,0.304611583,0.490966926,0.493277749,0.489524568,0.814737624,-0.371879081,-0.566766303,0.607003765
820,14:47.1,0.445041358,-0.463717604,0.501893202,0.272167225,0.562710462,-0.351941272,0.510418241,0.502065781,0.497586394,0.340741456,0.580080744,0.588589764,0.962035735,0.810038961,-0.422857429,-0.516871161,0.564773834
821,15:11.3,0.586873263,-0.277262963,0.953973147,0.241108121,0.418425303,-0.275243597,0.732839687,0.701159979,0.631644613,0.304611583,0.862274499,0.86856881,0.868737352,0.805340298,-0.371879081,-0.516871161,0.564773834
822,15:28.4,0.586873263,-0.575590388,0.330835926,0.280603031,0.626927519,-0.567189587,0.478643749,0.435701049,0.413179368,0.376871329,0.401853109,0.418815237,0.534668947,0.805340298,-0.422857429,-0.566766303,0.564773834
823,16:10.2,0.436445485,-0.041087085,0.60371301,0.264498311,0.603354169,-0.522655453,0.573967226,0.684568795,0.567098063,0.160092092,0.633549034,0.639224273,0.655053958,0.786545648,-0.371879081,-0.566766303,0.543658868
824,16:27.1,0.518106279,-1.010651217,0.546693917,0.267565876,0.913465652,-1.003871514,0.47511325,0.638943042,0.487656156,0.485260947,0.517701071,0.523062754,0.534668947,0.77244966,-0.320900733,-0.566766303,0.564773834
825,16:44.0,0.591171199,-0.090808322,0.261598457,0.28520438,0.26357278,-0.084736467,0.199734317,0.452292232,0.358563057,0.087832347,0.280064225,0.281804215,0.104292533,0.786545648,-0.371879081,-0.566766303,0.564773834
826,17:00.7,0.436445485,0.4685556,-0.255646164,0.311278689,-0.253008734,0.473177269,-0.093297112,0.137059754,0.035830309,-0.454115745,-0.325909733,-0.328788385,-0.329093506,0.781846985,-0.473835777,-0.566766303,0.543658868
827,17:17.3,0.290315643,0.244810031,-0.019424211,0.302459437,-0.016055923,0.248032479,0.337423783,0.489622394,0.428074726,0.123962219,0.208773171,0.213298703,0.218658293,0.763052335,-0.422857429,-0.516871161,0.522543903
828,17:34.4,0.161377548,-0.662602554,0.636295348,0.261047299,0.688299517,-0.656257856,0.591619721,0.759229119,0.596888778,0.485260947,0.577110283,0.591568265,0.597871077,0.753655009,-0.422857429,-0.566766303,0.564773834
829,17:51.3,0.243038342,-0.302123582,0.94175477,0.24034123,0.417205992,-0.301221842,0.965852631,0.999801274,0.830249381,1.17172853,1.120704569,1.142590854,1.142613251,0.739559022,-0.524814124,-0.516871161,0.543658868
830,18:08.0,0.586873263,0.008634153,0.143487481,0.287505054,0.144893156,0.014228275,0.651638207,0.410814275,0.408214249,0.449131074,0.045397839,0.049481177,0.597871077,0.739559022,-0.575792472,-0.566766303,0.543658868
831,18:24.9,0.737301041,-1.209536167,1.059865746,0.231905424,1.058970123,-1.205512177,0.626924713,0.742637936,0.606819017,1.352377894,0.779101602,0.788149297,0.796506345,0.748956347,-0.473835777,-0.566766303,0.522543903
832,18:41.6,0.857643263,-0.612881316,0.656659309,0.259513516,0.657003862,-0.610486662,1.011749119,0.970766704,0.869970334,0.665910311,1.38507556,1.389806394,1.40445065,0.758353672,-0.473835777,-0.666556588,0.564773834
833,18:58.3,0.887728819,-1.383560498,0.962118731,0.235739881,1.163830887,-1.376226358,0.648107708,0.684568795,0.636609732,0.91881942,0.957329237,0.948988323,0.971064611,0.767750997,-0.473835777,-0.866137157,0.501428937
834,19:15.1,0.793174216,0.294531269,-0.060152134,0.305527003,-0.059138252,0.299988969,0.333893284,0.390075296,0.308911865,0.123962219,0.268182383,0.25499771,0.387197309,0.77244966,-0.422857429,-0.965927442,0.522543903
835,19:32.2,0.681427866,-0.675032863,0.69331444,0.25644595,0.693176761,-0.669865508,0.478643749,0.605760676,0.423109606,0.52139082,0.309768831,0.305632218,0.504572694,0.777148323,-0.371879081,-0.9160323,0.564773834
836,19:49.1,0.66423612,-0.911208742,0.860298924,0.246092916,0.861848145,-0.901195593,0.542192733,0.667977612,0.631644613,0.485260947,0.654342258,0.654116775,0.670102084,0.767750997,-0.422857429,-0.965927442,0.501428937
837,20:06.2,0.47942485,0.26967065,-0.039788173,0.303609774,-0.039222836,0.271536606,0.171490323,0.410814275,0.348632818,-0.201206636,-0.028863675,-0.033916837,-0.031140604,0.758353672,-0.422857429,-0.965927442,0.522543903
838,20:23.1,0.449339294,-0.314553891,0.44487411,0.274467899,0.44525015,-0.313592435,0.397442269,0.547691535,0.472760798,0.376871329,0.336502976,0.329460222,0.34807218,0.763052335,-0.371879081,-1.015822584,0.522543903
839,20:40.0,0.419253739,-0.699893482,0.542621125,0.267565876,0.720408045,-0.694606693,0.415094764,0.564282718,0.517446871,0.593650565,0.449380478,0.43966474,0.453409064,0.744257684,-0.473835777,-1.015822584,0.459199006
840,20:56.7,0.410657866,-0.675032863,0.615931386,0.264498311,0.698054006,-0.663680211,0.542192733,0.759229119,0.636609732,1.027209039,0.660283179,0.660073776,0.67913096,0.744257684,-0.524814124,-1.015822584,0.522543903
841,21:13.4,0.642746438,-0.289693272,0.424510149,0.276385128,0.426554045,-0.283903012,0.852876658,0.945879929,0.77066795,0.954949293,1.105852266,1.106848848,1.13057475,0.748956347,-0.677749168,-1.065717727,0.522543903
842,21:30.4,0.741598977,-0.401566057,0.493747618,0.269483105,0.492803287,-0.392764229,0.919956142,0.920993154,0.869970334,1.207858403,1.010797527,1.032386336,1.049314868,0.748956347,-0.62677082,-1.115612869,0.522543903
843,21:47.2,0.814663898,-1.184675548,1.035428992,0.269483105,1.033364588,-1.173348635,1.117664094,1.186452084,1.093400698,1.785936367,1.388046021,1.407677397,1.434546903,0.763052335,-0.677749168,-1.165508012,0.501428937
844,22:03.9,0.870537073,-1.197105857,0.363418264,0.279069248,1.058563686,-1.188193347,0.905834145,1.008096866,0.889830811,1.099468784,0.850392656,0.86856881,0.880775853,0.763052335,-0.473835777,-1.165508012,0.480313971
845,22:20.8,0.844749454,0.008634153,0.668877686,0.261047299,0.198949286,-0.609249603,0.789327673,0.576726105,0.596888778,0.485260947,0.223625474,0.234148207,0.691169461,0.777148323,-0.524814124,-1.115612869,0.543658868
846,22:37.7,0.8619412,0.008634153,1.039501785,0.235739881,1.037022521,-1.152318628,0.715187191,0.974914499,0.855074977,0.304611583,0.954358776,0.963880825,0.733304215,0.777148323,-0.524814124,-1.115612869,0.564773834
847,22:54.4,0.655640247,0.170228175,0.037594881,0.298241534,0.038813081,0.175045982,0.524540238,0.651386429,0.656470209,0.160092092,0.345414358,0.356266727,0.369139557,0.77244966,-0.422857429,-1.115612869,0.543658868
848,23:12.0,0.449339294,-0.103238632,0.290108003,0.285971271,0.292836249,-0.103292357,0.524540238,0.63064745,0.52737711,0.160092092,0.250359619,0.25499771,0.272831548,0.758353672,-0.575792472,-1.215403154,0.543658868
849,23:33.5,0.311805326,-0.413996366,0.526329956,0.271400334,0.525724689,-0.405134821,0.644577209,0.73849014,0.621714374,0.160092092,0.384030345,0.392008732,0.402245435,0.748956347,-0.62677082,-1.215403154,0.543658868
850,23:50.4,0.088312627,0.891186119,-0.683289355,0.335819215,-0.681799841,0.888829187,-0.449877526,-0.33993676,-0.376274585,-0.743154727,-1.02990889,-1.034692999,-1.03936507,0.730161696,-0.677749168,-1.215403154,0.543658868
851,24:07.1,-0.208244993,0.729592097,-0.72809007,0.334668878,-0.500528908,0.906148017,-0.012095632,0.12046857,0.085481501,-0.562505363,-0.498196447,-0.495584412,-1.105576826,0.716065708,-0.575792472,-1.265298296,0.522543903
852,24:23.9,-0.27271404,-0.923639051,0.884735678,0.246092916,0.883795746,-0.919751483,0.577497725,0.605760676,0.467795679,0.232351838,0.342443897,0.359245227,0.360110681,0.697271058,-0.575792472,-1.215403154,0.543658868
853,24:40.7,-0.135180072,-1.34626957,1.161685553,0.227687521,1.158953642,-1.339114579,0.923486641,0.867071809,0.805423785,0.810429802,1.001886146,1.014515333,1.031257116,0.678476407,-0.62677082,-1.215403154,0.522543903
854,24:57.6,0.234442469,-0.774475338,0.786988663,0.254145276,0.78625085,-0.766356132,0.796388672,0.804854873,0.65150509,0.52139082,0.627608113,0.651138274,0.652044332,0.687873733,-0.575792472,-1.265298296,0.522543903
855,25:14.5,0.655640247,-0.650172244,0.717751194,0.259513516,0.703337688,-0.645124322,0.916425643,0.883662992,0.815354023,0.485260947,0.630578573,0.648159774,0.652044332,0.68317507,-0.524814124,-1.265298296,0.522543903
856,25:31.4,0.76308866,-1.296548332,1.255359776,0.221168944,1.134973855,-1.284683971,1.13178609,1.103496168,0.999063434,0.954949293,1.034561212,1.068128342,1.064362994,0.692572395,-0.524814124,-1.215403154,0.501428937
857,25:48.5,0.745896914,-1.582445448,1.283869322,0.215417258,1.280884762,-1.574155843,0.944669636,1.232077837,1.063609983,1.17172853,1.408839245,1.440440902,0.673111709,0.697271058,-0.473835777,-1.315193439,0.522543903
858,26:05.1,0.801770089,-0.401566057,0.518184371,0.271400334,0.52003457,-0.398949525,0.944669636,0.78826369,0.691226043,0.810429802,0.633549034,0.660073776,0.733304215,0.692572395,-0.575792472,-1.265298296,0.501428937
859,26:21.8,0.793174216,-0.177820488,0.343054303,0.28252026,0.345266631,-0.171330617,0.768144679,0.717751162,0.636609732,0.196221965,0.603844428,0.636245772,0.62194808,0.711367046,-0.575792472,-1.315193439,0.522543903
860,26:38.6,0.659938184,-0.33941451,0.909172431,0.246092916,0.476139367,-0.333385383,0.796388672,0.792411486,0.676330686,0.340741456,0.660283179,0.680923279,0.694179086,0.716065708,-0.677749168,-1.315193439,0.501428937
861,26:55.3,0.586873263,-0.625311626,0.681096063,0.261430745,0.680577212,-0.61419784,0.859937656,0.721898957,0.641574851,0.376871329,0.538494295,0.555826259,0.670102084,0.711367046,-0.62677082,-1.365088581,0.501428937
862,27:12.4,0.436445485,0.4685556,-0.227136618,0.313579363,-0.225371013,0.469466091,0.026739859,0.06239943,0.075551262,-0.454115745,-0.432846314,-0.4270789,-0.437440016,0.711367046,-0.473835777,-1.265298296,0.480313971
863,27:30.1,0.169973421,0.816604263,-0.605906301,0.331217866,-0.602138176,0.81584269,0.009087363,-0.053738852,-0.123053506,-0.237336508,-0.732862832,-0.721950448,-0.539767275,0.697271058,-0.422857429,-1.315193439,0.522543903
864,27:47.3,-0.221138802,1.114931688,-0.984675984,0.347322587,-0.982563272,1.113973977,-0.368676045,-0.344084556,-0.366344347,-0.887674218,-0.920001849,-0.98107999,-0.934028185,0.673777745,-0.473835777,-1.215403154,0.501428937
865,28:04.4,-0.496206739,-0.438856985,0.546693917,0.269099659,0.54645298,-0.436061303,0.655168706,0.655534225,0.562132944,0.160092092,0.502848769,0.514127252,0.51360157,0.645585769,-0.473835777,-1.315193439,0.501428937
866,28:21.3,-0.238330548,-0.401566057,0.514111579,0.271016888,0.512718703,-0.394001288,0.648107708,0.655534225,0.532342229,0.015572601,0.449380478,0.460514244,0.46243794,0.636188444,-0.473835777,-1.265298296,0.480313971
867,28:38.2,-0.006241976,-0.016226466,0.094613973,0.296707751,0.214800332,-0.014224088,0.355076279,0.332006155,0.239400196,-0.020557272,0.039456918,0.049481177,0.047109653,0.631489781,-0.575792472,-1.365088581,0.501428937
868,28:55.2,0.208654849,-0.215111416,0.029449296,0.302459437,0.381845967,-0.208442396,0.460991253,0.443996641,0.39828401,0.485260947,0.291946067,0.305632218,0.308947051,0.626791118,-0.62677082,-1.315193439,0.459199006
869,29:12.1,0.204356913,-0.041087085,0.229016119,0.289038837,0.229432066,-0.032779978,0.362137277,0.257345831,0.179818766,-0.165076763,0.092925209,0.091180184,0.215648668,0.617393793,-0.524814124,-1.315193439,0.43808404
870,29:29.0,0.036737389,0.928477047,-0.724017277,0.338886781,-0.721224237,0.927178025,-0.195681587,-0.186468317,-0.242216366,-0.454115745,-0.468491841,-0.477713409,-0.482584395,0.61269513,-0.524814124,-1.315193439,0.43808404
871,29:46.2,-0.156669754,0.928477047,-0.683289355,0.337736444,-0.681799841,0.899962721,-0.340432052,-0.344084556,-0.331588512,-0.598635236,-0.649689936,-0.659401938,-0.666171536,0.59390048,-0.677749168,-1.365088581,0.459199006
872,30:55.5,-0.096498643,-0.003796157,-0.145680772,0.29057262,0.198542849,0.004331801,0.545723233,0.535248148,0.418144487,-0.201206636,-0.373437102,-0.36453039,-0.37724751,0.542215191,-0.371879081,-1.315193439,0.43808404
873,31:12.8,-0.324289278,0.406404053,-0.17826311,0.310128352,-0.178224313,0.408850186,-0.368676045,0.468883415,0.393318891,0.051702474,0.345414358,0.356266727,-0.87985493,0.528119203,-0.473835777,-1.265298296,0.459199006
874,31:34.1,-0.225436739,-0.438856985,0.530402748,0.267949322,0.530195497,-0.433587185,0.669290703,0.57257831,0.577028302,0.304611583,0.440469096,0.448600242,0.438360938,0.52342054,-0.422857429,-1.315193439,0.416969075
875,31:51.1,-0.062115151,0.170228175,0.037594881,0.297858089,0.040845267,0.172571863,0.287996795,0.302971584,0.184783885,0.196221965,-0.034804596,-0.024981335,-0.037159855,0.514023215,-0.575792472,-1.365088581,0.416969075
876,32:22.7,0.28171977,-1.383560498,1.169831138,0.224619955,1.167082383,-1.37251518,0.898773147,0.809002669,0.626679494,0.557520693,1.007827067,1.050257339,1.037276367,0.514023215,-0.524814124,-1.215403154,0.416969075
877,32:39.5,0.359082628,-0.687463173,0.522257164,0.268716214,0.713498615,-0.678524923,0.806980169,0.680421,0.577028302,0.485260947,1.013767988,1.035364837,1.034266742,0.518721878,-0.524814124,-1.265298296,0.395854109
878,32:56.1,0.509510406,0.580428384,-0.324883633,0.321248278,-0.321696598,0.579564367,0.083227845,0.099729592,0.011004713,-0.056687145,-0.233825455,-0.230497869,-0.238804748,0.52342054,-0.728727516,-1.315193439,0.416969075
879,33:13.0,0.629852628,-1.035511835,0.933609185,0.238807447,0.931348883,-1.026138581,0.799919171,0.755081324,0.686260924,0.557520693,0.588992125,0.609439268,0.603890328,0.537516528,-0.677749168,-1.315193439,0.395854109
880,33:29.8,0.49231866,-0.289693272,0.208652157,0.2878885,0.417612429,-0.283903012,0.672821202,0.684568795,0.596888778,0.196221965,0.381059885,0.392008732,0.387197309,0.542215191,-0.575792472,-1.265298296,0.416969075
881,33:46.7,0.346188818,0.05835539,0.131269104,0.290956065,0.132293607,0.05752535,0.146776829,0.688716591,0.681295805,0.196221965,0.493937387,0.508170251,-0.344141632,0.542215191,-0.575792472,-1.315193439,0.395854109
882,34:03.5,0.453637231,-0.898778432,0.856226132,0.246859807,0.8569709,-0.892536178,1.018810118,0.966618908,0.795493546,0.340741456,0.995945225,1.023450835,1.01620899,0.542215191,-0.473835777,-1.315193439,0.395854109
883,34:20.1,0.38057231,0.505846528,-0.288228502,0.312812472,-0.286336573,0.504103751,0.330362785,0.286380401,0.289051388,-0.237336508,-0.129859335,-0.11731485,-0.136477489,0.542215191,-0.473835777,-1.315193439,0.395854109
884,34:37.1,0.453637231,-1.010651217,0.795134247,0.250694264,0.915497838,-1.007582692,0.859937656,0.763376915,0.681295805,0.557520693,0.782072063,0.803041799,0.781458219,0.542215191,-0.575792472,-1.315193439,0.374739144
885,34:54.2,0.621256755,-0.53829946,0.742187947,0.252994939,0.594412554,-0.536263105,0.746961684,0.626499655,0.58695854,-0.020557272,0.499878308,0.514127252,0.498553444,0.546913854,-0.473835777,-1.315193439,0.416969075
886,35:11.8,0.741598977,-1.532724211,1.059865746,0.231521978,1.24796336,-1.520962294,0.874059653,0.792411486,0.725981878,1.099468784,0.823658511,0.838783805,0.835631474,0.561009842,-0.677749168,-1.414983724,0.353624178
887,35:28.6,0.922112311,-0.575590388,0.632222556,0.26181419,0.985405014,-0.572137824,0.764614179,0.622351859,0.537307348,0.376871329,0.45829186,0.469449745,0.594861452,0.570407167,-0.575792472,-1.414983724,0.353624178
